cell_id,name_en,lat,lon,URM1,pop_URM1,val_URM1,URM2,pop_URM2,val_URM2,CM,pop_CM,val_CM,RM-L,pop_RM-L,val_RM-L,RM-M,pop_RM-M,val_RM-M,RC1,pop_RC1,val_RC1,RC2,pop_RC2,val_RC2,RC3,pop_RC3,val_RC3,RC4,pop_RC4,val_RC4,RCPC1,pop_RCPC1,val_RCPC1,RCPC2,pop_RCPC2,val_RCPC2,ADO,pop_ADO,val_ADO,WOOD1,pop_WOOD1,val_WOOD1,WOOD2,pop_WOOD2,val_WOOD2,STEEL,pop_STEEL,val_STEEL,OTH,pop_OTH,val_OTH,bdg_tot,pop_tot,val_tot
519,test,37.918705,58.377781,11,41,939950,24,91,2368056,19,1444,12705984,15,78,1662405,19,1976,10273889,20,3040,35767100,20,3040,156503780,0,0,0,0,0,0,14,2128,29212932,0,0,0,11,57,67914,10,52,4760320,0,0,0,2,7,436250,0,0,0,165,11954,254698580
520,test,37.902419,58.436740,5,19,427250,11,41,1085359,6,456,4012416,6,31,664962,3,312,1622193,4,608,7153420,6,912,46951134,0,0,0,0,0,0,11,1672,22953018,0,0,0,2,10,12348,1,5,476032,0,0,0,2,7,436250,0,0,0,57,4073,85794382
521,test,37.890372,58.398982,1,3,85450,2,7,197338,2,152,1337472,1,5,110827,1,104,540731,1,152,1788355,2,304,15650378,0,0,0,0,0,0,1,152,2086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,879,21797189
522,test,37.930622,58.391955,4,15,341800,13,49,1282697,6,456,4012416,12,62,1329924,4,416,2162924,5,760,8941775,7,1064,54776323,0,0,0,0,0,0,16,2432,33386208,0,0,0,5,26,30870,1,5,476032,0,0,0,0,0,0,0,0,0,73,5285,106740969
523,test,37.918294,58.427053,17,64,1452650,28,106,2762732,28,2128,18724608,6,31,664962,10,1040,5407310,7,1064,12518485,20,3040,156503780,0,0,0,0,0,0,19,2888,39646122,0,0,0,9,46,55566,2,10,952064,0,0,0,0,0,0,0,0,0,146,10417,238688279
524,test,37.988058,58.378931,2,7,170900,3,11,296007,2,152,1337472,1,5,110827,1,104,540731,1,152,1788355,3,456,23475567,0,0,0,0,0,0,2,304,4173276,0,0,0,0,0,0,1,5,476032,0,0,0,0,0,0,0,0,0,16,1196,32369167
525,test,37.915320,58.445096,12,45,1025400,21,79,2072049,11,836,7356096,9,46,997443,7,728,3785117,6,912,10730130,18,2736,140853402,0,0,0,0,0,0,16,2432,33386208,0,0,0,6,31,37044,3,15,1428096,0,0,0,0,0,0,0,0,0,109,7860,201670985
526,test,37.935202,58.376617,17,64,1452650,31,117,3058739,8,608,5349888,9,46,997443,11,1144,5948041,15,2280,26825325,16,2432,125203024,0,0,0,0,0,0,21,3192,43819398,0,0,0,9,46,55566,3,15,1428096,0,0,0,0,0,0,0,0,0,140,9944,214138170
527,test,37.922001,58.343554,1,3,85450,3,11,296007,1,76,668736,1,5,110827,1,104,540731,1,152,1788355,2,304,15650378,0,0,0,0,0,0,2,304,4173276,0,0,0,1,5,6174,1,5,476032,0,0,0,0,0,0,0,0,0,14,969,23795966
528,test,37.977865,58.396588,11,41,939950,18,68,1776042,12,912,8024832,5,26,554135,10,1040,5407310,5,760,8941775,11,1672,86077079,0,0,0,0,0,0,19,2888,39646122,0,0,0,5,26,30870,1,5,476032,0,0,0,6,22,1308750,0,0,0,103,7460,153182897
529,test,37.959387,58.336381,15,57,1281750,29,110,2861401,16,1216,10699776,10,52,1108270,12,1248,6488772,14,2128,25036970,15,2280,117377835,0,0,0,0,0,0,25,3800,52165950,0,0,0,11,57,67914,4,20,1904128,0,0,0,1,3,218125,0,0,0,152,10971,219210891
530,test,37.946139,58.349886,12,45,1025400,25,95,2466725,21,1596,14043456,20,104,2216540,10,1040,5407310,16,2432,28613680,13,1976,101727457,0,0,0,0,0,0,21,3192,43819398,0,0,0,4,20,24696,4,20,1904128,0,0,0,1,3,218125,0,0,0,147,10523,201466915
531,test,37.954992,58.395023,10,38,854500,14,53,1381366,14,1064,9362304,11,57,1219097,4,416,2162924,12,1824,21460260,12,1824,93902268,0,0,0,0,0,0,15,2280,31299570,0,0,0,3,15,18522,7,36,3332224,0,0,0,2,7,436250,0,0,0,104,7614,165429285
532,test,37.953151,58.426638,13,49,1110850,28,106,2762732,21,1596,14043456,11,57,1219097,10,1040,5407310,13,1976,23248615,22,3344,172154158,0,0,0,0,0,0,17,2584,35472846,0,0,0,7,36,43218,6,31,2856192,0,0,0,2,7,436250,0,0,0,150,10826,258754724
533,test,37.884618,58.368762,7,26,598150,19,72,1874711,19,1444,12705984,9,46,997443,8,832,4325848,10,1520,17883550,7,1064,54776323,0,0,0,0,0,0,16,2432,33386208,0,0,0,5,26,30870,3,15,1428096,0,0,0,0,0,0,0,0,0,103,7477,128007183
534,test,37.938597,58.407385,6,22,512700,9,34,888021,4,304,2674944,4,20,443308,3,312,1622193,4,608,7153420,6,912,46951134,0,0,0,0,0,0,10,1520,20866380,0,0,0,2,10,12348,2,10,952064,0,0,0,0,0,0,0,0,0,50,3752,82076512
535,test,37.973420,58.418063,10,38,854500,20,76,1973380,12,912,8024832,10,52,1108270,7,728,3785117,9,1368,16095195,16,2432,125203024,0,0,0,0,0,0,11,1672,22953018,0,0,0,3,15,18522,3,15,1428096,0,0,0,1,3,218125,0,0,0,102,7311,181662079
536,test,37.962528,58.408380,20,76,1709000,16,60,1578704,28,2128,18724608,13,67,1440751,10,1040,5407310,15,2280,26825325,11,1672,86077079,0,0,0,0,0,0,18,2736,37559484,0,0,0,6,31,37044,5,26,2380160,0,0,0,0,0,0,0,0,0,142,10116,181739465
537,test,37.913057,58.333760,1,3,85450,1,3,98669,1,76,668736,1,5,110827,0,0,0,0,0,0,1,152,7825189,0,0,0,0,0,0,1,152,2086638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,391,10875509
538,test,37.946241,58.470466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,test,37.943674,58.416228,10,38,854500,14,53,1381366,12,912,8024832,9,46,997443,6,624,3244386,6,912,10730130,17,2584,133028213,0,0,0,0,0,0,11,1672,22953018,0,0,0,5,26,30870,4,20,1904128,0,0,0,1,3,218125,0,0,0,95,6890,183367011
540,test,37.985102,58.411507,0,0,0,1,3,98669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,98669
541,test,37.948677,58.406444,8,30,683600,15,57,1480035,10,760,6687360,3,15,332481,6,624,3244386,6,912,10730130,11,1672,86077079,0,0,0,0,0,0,13,1976,27126294,0,0,0,10,52,61740,2,10,952064,0,0,0,0,0,0,0,0,0,84,6108,137375169
542,test,37.904127,58.343045,10,38,854500,19,72,1874711,11,836,7356096,8,41,886616,5,520,2703655,9,1368,16095195,11,1672,86077079,0,0,0,0,0,0,13,1976,27126294,0,0,0,4,20,24696,1,5,476032,0,0,0,0,0,0,0,0,0,91,6548,143474874
